Merissa,Driffill,6/6/1967,El Paso,Texas,12/2/2004
Fayina,Drillingcourt,3/16/1951,Tacoma,Washington,3/19/2006
Drusi,Drillingcourt,1/1/1972,Detroit,Michigan,4/21/2006
Mareah,Drinan,7/27/1963,Sacramento,California,2/24/2005
Lynnet,Drinkall,10/9/1958,Kansas City,Missouri,6/13/2015
Gerrilee,Driscoll,6/24/1993,Austin,Texas,2/21/2016
Armstrong,Dronsfield,10/30/1990,San Antonio,Texas,10/13/2010
Doria,Druce,8/2/1932,Washington,District of Columbia,1/27/2016
Tibold,Druery,2/15/1928,Phoenix,Arizona,7/15/2017
Ly,Drummond,7/3/1996,Washington,District of Columbia,2/7/2005
Sigismund,Drummond,6/30/1930,Brooklyn,New York,1/16/2015
Ortensia,Dryden,9/16/1950,Naples,Florida,8/6/2004
Mildred,Drynan,10/24/1980,Corpus Christi,Texas,7/24/2000
Lishe,Drysdell,2/19/1958,Littleton,Colorado,3/25/2001
Loni,Du Pre,10/30/1928,Des Moines,Iowa,2/24/2017
Garik,Dubarry,10/2/1952,Houston,Texas,4/25/2005
Yuma,Dubber,10/27/1993,Richmond,Virginia,10/7/2007
Valida,Ducarel,8/19/1927,Cleveland,Ohio,5/8/2010
Hugibert,Duchant,3/14/1976,Providence,Rhode Island,4/23/2011
Hendrik,Duchenne,6/10/1925,Cincinnati,Ohio,8/19/2008
Kasper,Duchesne,5/11/1982,Savannah,Georgia,11/26/2017
Prent,Duckels,4/27/1966,Roanoke,Virginia,2/22/2017
Kara/lynn,Duckering,1/23/1982,Seattle,Washington,3/22/2002
Derrick,Ducket,1/16/1965,Hayward,California,12/26/2006
Free,Duckett,3/30/1946,Jackson,Mississippi,9/15/2012
Janessa,Duckham,6/27/1981,Evansville,Indiana,2/28/2018
Sansone,Dudbridge,3/11/1938,Tallahassee,Florida,4/18/2015
Curran,Dudderidge,7/19/1979,Las Vegas,Nevada,6/5/2010
Tammie,Duddin,10/15/1996,Madison,Wisconsin,1/23/2012
Phaedra,Duddy,2/13/1972,Minneapolis,Minnesota,10/29/2013
Doyle,Dudenie,3/7/1968,Canton,Ohio,8/2/2016
Benny,Dudhill,9/30/1930,Billings,Montana,4/10/2004
Malva,Dufer,10/19/1932,Tulsa,Oklahoma,7/11/2007
Benni,Duffett,8/7/1997,Duluth,Georgia,7/1/2005
Shay,Duffett,7/26/1972,Albany,New York,10/23/2001
Delainey,Duffie,1/16/1945,San Diego,California,2/12/2009
Zak,Duffitt,8/12/1968,Denver,Colorado,3/28/2003
Carola,Duffree,2/1/1976,Washington,District of Columbia,6/5/2014
Roland,Duffrie,10/20/1921,El Paso,Texas,4/12/2008
Fran,Dugdale,3/26/1960,Santa Monica,California,8/5/2017
Nicolai,Duggleby,11/25/1937,Buffalo,New York,10/18/2005
Tish,Duggleby,6/7/1982,Akron,Ohio,7/12/2010
Willabella,Dugood,11/26/1997,Kansas City,Missouri,9/27/2000
Livy,Dugue,5/22/1953,Tampa,Florida,3/7/2010
Candice,Duigenan,2/6/1969,Chicago,Illinois,12/14/2002
Darrick,Dulinty,7/25/1942,Washington,District of Columbia,4/23/2017
Neilla,Dullard,10/15/1932,Tempe,Arizona,11/20/2017
Mary,Dulling,3/30/1950,Memphis,Tennessee,4/14/2018
Kerk,Duly,9/12/1968,Lake Worth,Florida,9/5/2017
Lenna,Dumingos,2/18/1937,El Paso,Texas,1/6/2016
Evvy,Dumini,8/18/1983,Santa Monica,California,8/22/2006
Con,Dummer,2/27/1980,Camden,New Jersey,1/19/2003
Coral,Dummer,10/22/1920,Saint Paul,Minnesota,12/21/2015
Durward,Dumper,9/2/1952,Flushing,New York,1/4/2010
Cinderella,Dumphrey,3/12/1981,Houston,Texas,3/20/2012
Tiphanie,Dumphries,8/8/1941,Saint Paul,Minnesota,6/22/2000
Etan,Dumphries,3/19/1936,New York City,New York,8/29/2010
Estevan,Dumphry,7/8/1942,Miami Beach,Florida,9/1/2005
Dillon,Dun,3/4/1951,Pittsburgh,Pennsylvania,4/25/2008
Skylar,Duncklee,4/13/1953,Stockton,California,4/8/2007
Nadya,Dunham,7/18/1965,Palm Bay,Florida,9/22/2004
Ricky,Dunican,3/8/1987,Albany,New York,2/24/2014
Ly,Dunk,11/9/1951,Abilene,Texas,1/31/2017
Pamela,Dunkerly,7/19/1950,Athens,Georgia,1/22/2007
Riannon,Dunkinson,4/5/1935,Denver,Colorado,3/7/2002
Helenelizabeth,Dunks,2/19/1969,Hagerstown,Maryland,9/26/2007
Lorelei,Dunlop,6/19/1989,Madison,Wisconsin,10/18/2001
Tate,Dunmuir,11/11/1957,Reno,Nevada,1/6/2009
Fields,Duns,4/30/1989,Colorado Springs,Colorado,7/19/2006
Constantine,Dunsleve,4/17/1940,Laurel,Maryland,6/9/2008
Vincents,Dunstall,3/30/1942,Salt Lake City,Utah,5/31/2010
Rafaellle,Dunstan,8/28/1964,Portland,Oregon,7/20/2006
Sileas,Dupree,12/8/1978,El Paso,Texas,11/24/2006
Yvonne,Durbann,7/18/1935,Chula Vista,California,1/21/2009
Darci,Durdan,9/24/1976,Washington,District of Columbia,7/10/2004
Tresa,Durdan,5/10/1963,Corpus Christi,Texas,6/6/2008
Bobby,Durdle,2/5/1938,Gaithersburg,Maryland,3/14/2000
Catriona,Durdy,4/12/1948,Sacramento,California,1/18/2000
Leonid,Dureden,4/26/1948,Mansfield,Ohio,3/6/2015
Owen,Durling,5/31/1997,Reno,Nevada,4/22/2018
Claudette,Durn,4/10/1922,Kansas City,Missouri,12/21/2016
Coop,Durnall,12/9/1961,Spring,Texas,8/30/2009
Coralyn,Durram,7/6/1945,Saint Cloud,Minnesota,4/4/2005
Vitoria,Durrant,6/28/1998,Columbus,Ohio,1/13/2004
Mattie,Durtnal,8/31/1972,Houston,Texas,6/12/2006
Delcine,Dutch,11/5/1947,Fargo,North Dakota,1/6/2016
Giovanna,Duthie,8/28/1966,Washington,District of Columbia,8/3/2000
Cirillo,Duthy,11/30/1954,Baltimore,Maryland,4/6/2006
Maryann,Dutteridge,11/29/1974,Terre Haute,Indiana,8/6/2014
Taddeusz,Dwyr,8/26/1944,Tampa,Florida,8/6/2010
Renato,Dymoke,5/24/1988,Oklahoma City,Oklahoma,7/8/2003
Harmonia,Dymoke,12/14/1945,Akron,Ohio,3/17/2009
Carlene,Dymott,1/23/1936,Washington,District of Columbia,3/5/2010
Claresta,Dyne,6/17/1981,Richmond,Virginia,10/15/2007
Catlaina,Dyott,11/7/1923,Nashville,Tennessee,8/25/2012
Amelita,Dyson,8/4/1994,Boston,Massachusetts,2/8/2009
Olympie,Dyte,10/26/1973,Nashville,Tennessee,1/11/2011
Eryn,Eadmeads,9/8/1979,Flushing,New York,3/28/2008
Jocelyne,Eagling,6/30/1992,Joliet,Illinois,5/14/2015
Lotte,Earie,7/28/1988,Trenton,New Jersey,2/7/2001
Diannne,Earngy,10/3/1938,Baton Rouge,Louisiana,2/27/2017
Nada,Earnshaw,10/23/1945,Marietta,Georgia,1/20/2002
Erick,Earnshaw,1/20/1963,Scottsdale,Arizona,5/8/2005
Buddy,Earp,4/2/1965,Montgomery,Alabama,11/16/2009
Lyman,Easlea,9/19/1980,Syracuse,New York,11/5/2010
Elliott,Easterby,3/14/1928,Indianapolis,Indiana,5/1/2001
Brittaney,Ebbetts,12/4/1941,Nashville,Tennessee,3/30/2017
Raven,Ebbrell,8/7/1933,Des Moines,Iowa,3/22/2013
Aubine,Eberst,1/15/1936,Tucson,Arizona,11/30/2004
Garnet,Ebertz,3/7/1942,Salt Lake City,Utah,7/7/2005
Cy,Ebhardt,3/11/1944,Nashville,Tennessee,5/5/2010
Giacobo,Eburne,9/28/1958,Saint Louis,Missouri,10/21/2007
Magdalena,Eby,4/7/1987,Chicago,Illinois,7/1/2008
Harrie,Eckert,9/17/1960,Pittsburgh,Pennsylvania,4/20/2009
Perrine,Eckley,11/30/1934,Glendale,Arizona,10/20/2016
Olympe,Eckley,9/17/1967,Indianapolis,Indiana,2/27/2001
Papagena,Eddy,6/4/1949,Jamaica,New York,2/2/2005
Chloris,Edeler,6/13/1976,Corpus Christi,Texas,1/27/2011
Ellsworth,Edelheid,3/26/1952,Salem,Oregon,7/11/2011
Lilia,Edgar,5/18/1935,Vancouver,Washington,4/5/2017
Samuel,Edgeley,12/23/1968,Oceanside,California,12/22/2002
Brien,Edmondson,8/25/1933,Chattanooga,Tennessee,2/21/2007
Harli,Edwicker,7/23/1929,Washington,District of Columbia,1/20/2001
Marya,Edworthye,10/30/1989,Omaha,Nebraska,1/20/2014
Webster,Egel,9/29/1928,Manassas,Virginia,11/1/2000
Candace,Egger,4/6/1945,Hot Springs National Park,Arkansas,8/5/2003
Christan,Eggleston,2/13/1956,Tampa,Florida,3/18/2007
Gill,Eglin,2/23/1930,Chicago,Illinois,7/18/2013
Wally,Eglinton,12/2/1931,Minneapolis,Minnesota,11/2/2010
Karalynn,Eilhertsen,5/4/1925,San Francisco,California,6/15/2011
Yehudit,Eingerfield,3/5/1952,Cleveland,Ohio,7/20/2010
Cathi,Eisenberg,2/24/1963,Pasadena,California,10/27/2005
Raul,Eisikowitch,1/6/1959,Oklahoma City,Oklahoma,1/24/2014
Ettore,Eivers,3/1/1948,Naples,Florida,2/1/2008
Sharia,Elby,12/12/1944,Sacramento,California,3/24/2016
Kaitlin,Elcock,2/17/1929,Los Angeles,California,10/8/2011
Keen,Elcott,5/24/1989,Houston,Texas,8/4/2010
Sholom,Elen,4/10/1995,Colorado Springs,Colorado,2/23/2000
Joycelin,Elesander,2/26/1998,Fresno,California,4/29/2014
Elizabet,Elflain,3/14/1963,Buffalo,New York,9/22/2014
Dode,Eliasen,11/27/1924,Pittsburgh,Pennsylvania,1/20/2009
Aguie,Elington,3/18/1936,Lexington,Kentucky,4/13/2013
Benoite,Elldred,9/15/1973,Hicksville,New York,9/1/2005
Dennis,Ellerton,10/2/1963,Santa Fe,New Mexico,9/15/2010
Karim,Ellor,7/22/1986,Decatur,Georgia,10/8/2009
Taffy,Elloway,2/10/1943,Alexandria,Virginia,12/22/2014
Chaunce,Ells,8/12/1928,Salt Lake City,Utah,1/23/2018
Patric,Ellul,10/28/1972,Washington,District of Columbia,4/4/2010
Marketa,Elmer,9/24/1979,Tacoma,Washington,3/21/2009
Conrad,Elmhurst,5/23/1996,Daytona Beach,Florida,9/10/2003
Karry,Elphinstone,4/21/1927,Washington,District of Columbia,10/26/2004
Bennie,Elsay,7/6/1956,Mount Vernon,New York,4/19/2004
Page,Elsmere,9/22/1927,Chicago,Illinois,1/2/2010
Allianora,Elsmore,5/26/1955,Fort Wayne,Indiana,7/21/2010
Hayes,Elvey,1/23/1935,Jersey City,New Jersey,7/6/2006
Moses,Emeline,12/23/1989,Cincinnati,Ohio,5/29/2017
Bennie,Emeney,1/31/1943,Tulsa,Oklahoma,1/12/2001
Barnebas,Emmott,3/12/1937,Boise,Idaho,9/25/2003
Isabel,Emsley,11/2/1976,Peoria,Illinois,10/8/2005
Annnora,Emslie,7/5/1964,Philadelphia,Pennsylvania,3/14/2010
Christie,Endle,6/1/1964,El Paso,Texas,6/14/2011
Nadia,England,3/20/1970,Dallas,Texas,7/17/2003
Dare,Enric,10/26/1947,San Jose,California,4/30/2012
Laurent,Enrich,2/6/1932,Hot Springs National Park,Arkansas,10/17/2014
Hester,Enriques,11/14/1931,Hollywood,Florida,3/27/2018
Karisa,Ensten,9/29/1972,Kansas City,Missouri,1/3/2014
De,Epinay,1/13/1963,Los Angeles,California,2/21/2016
Luigi,Eplate,7/22/1997,Tacoma,Washington,3/21/2013
Noreen,Erangy,10/7/1954,Arlington,Texas,10/8/2015
Raynor,Erbain,11/29/1949,Seattle,Washington,5/15/2011
Ernst,Erickssen,12/15/1966,Dallas,Texas,9/22/2013
Tommy,Eronie,4/11/1986,Abilene,Texas,10/21/2006
Silva,Erskine Sandys,7/3/1966,Maple Plain,Minnesota,6/23/2008
Clifford,Erwin,4/18/1992,New Orleans,Louisiana,6/6/2001
Charlene,Erwin,11/29/1998,Fort Wayne,Indiana,9/26/2011
Floris,Escala,4/25/1961,Shawnee Mission,Kansas,4/11/2013
Damiano,Eskriet,1/13/1944,Albuquerque,New Mexico,6/2/2008
Winnah,Espin,1/9/1984,Mobile,Alabama,5/24/2009
Granthem,Espinet,7/11/1951,Kalamazoo,Michigan,4/17/2013
Bellina,Estabrook,11/17/1981,Cleveland,Ohio,12/13/2009
Nixie,Estcourt,5/6/1929,Fresno,California,2/27/2002
Demetra,Ettery,4/18/1983,Hartford,Connecticut,11/17/2004
Forbes,Euesden,12/18/1944,South Bend,Indiana,6/13/2005
Morley,Eunson,3/4/1929,Oceanside,California,8/23/2015
Thedrick,Euston,4/10/1953,Kansas City,Missouri,12/24/2003
Winny,Evenden,5/11/1972,Dallas,Texas,12/3/2014
Margalo,Ever,7/7/1987,Jamaica,New York,5/30/2009
Pooh,Everit,11/19/1981,Aurora,Illinois,4/29/2011
Cassie,Everton,7/1/1949,Tyler,Texas,2/4/2010
Nester,Everwin,12/14/1991,Austin,Texas,7/26/2006
Hurleigh,Eves,1/12/1920,Denver,Colorado,1/13/2007
Leesa,Eves,7/26/1941,Worcester,Massachusetts,2/18/2014
Orv,Ewbanche,12/24/1951,Springfield,Virginia,11/9/2007
Ddene,Ewdale,7/29/1970,Denver,Colorado,3/26/2007
Wilmer,Ewells,5/28/1939,Richmond,Virginia,2/2/2009
Carver,Ewer,10/11/1964,Washington,District of Columbia,9/13/2003
Piggy,Ewing,12/4/1928,Newark,New Jersey,7/28/2005
Darius,Exall,9/26/1948,Columbus,Georgia,8/19/2006
Michele,Exell,4/21/1929,Tucson,Arizona,6/13/2016
Vina,Eyckelberg,11/9/1934,Albuquerque,New Mexico,4/30/2012
Piggy,Eynaud,11/10/1981,San Antonio,Texas,3/22/2013
Patrizio,Eyton,3/5/1988,Humble,Texas,3/28/2012
Avrit,Faill,10/29/1921,Salt Lake City,Utah,11/10/2016
Leticia,Faircley,7/25/1923,Dallas,Texas,8/7/2015
Amara,Faircloth,12/17/1979,Elizabeth,New Jersey,11/22/2012
Federica,Fairtlough,10/22/1969,Charleston,West Virginia,1/30/2009
Silvie,Faithorn,6/13/1989,Miami,Florida,2/22/2010
Goldina,Faldo,1/24/1946,Dayton,Ohio,11/20/2001
Clarisse,Fallen,8/21/1948,Birmingham,Alabama,1/5/2017
Hilarius,Fallowes,8/20/1968,San Angelo,Texas,7/2/2013
Susanne,Faloon,7/18/1972,Englewood,Colorado,7/22/2004
Zebulen,Fardoe,2/20/1933,Newark,New Jersey,12/10/2017
Barbee,Farebrother,2/24/1921,Portsmouth,New Hampshire,6/13/2006
Faun,Farherty,8/9/1987,Shreveport,Louisiana,5/8/2001
Nicola,Farlam,1/19/1974,Baton Rouge,Louisiana,10/22/2017
Vaughan,Farnes,5/22/1953,Milwaukee,Wisconsin,5/29/2009
Ellery,Farr,12/10/1933,Sioux City,Iowa,6/23/2006
Davon,Farr,12/8/1953,New York City,New York,5/13/2014
Cariotta,Farryan,1/6/1920,Wichita Falls,Texas,12/30/2016
Marcela,Farryann,7/13/1998,Garden Grove,California,11/9/2009
Vergil,Farthin,5/31/1920,Brooklyn,New York,1/25/2017
Kathryn,Fasset,7/4/1941,Bronx,New York,9/16/2013
Sammy,Faughey,5/29/1938,Atlanta,Georgia,5/8/2007
Shepherd,Faulder,3/12/1949,Evansville,Indiana,10/1/2012
Trent,Faull,3/19/1922,Topeka,Kansas,9/4/2000
Ferdinanda,Fautley,9/20/1966,Topeka,Kansas,10/12/2013
Olympia,Favell,2/27/1966,Staten Island,New York,1/10/2008
Shaine,Fawloe,5/28/1997,Houston,Texas,3/14/2003
Darryl,Fawson,8/7/1942,Chico,California,12/10/2003
Idell,Fazakerley,5/30/1934,Anaheim,California,4/1/2003
Dmitri,Fazan,7/3/1940,Bloomington,Indiana,7/1/2004
Tamara,Feake,9/30/1934,Virginia Beach,Virginia,1/15/2011
Dulcine,Fearnill,3/18/1967,Montpelier,Vermont,11/10/2017
Catherine,Featonby,9/21/1973,Wichita Falls,Texas,12/14/2012
Nina,Feedham,6/23/1924,Oklahoma City,Oklahoma,4/13/2004
Cassandra,Feeley,6/14/1957,Dallas,Texas,11/16/2014
Mirilla,Feely,11/1/1993,Fresno,California,11/16/2014
Dorthea,Feighney,6/15/1983,Harrisburg,Pennsylvania,8/28/2000
Georgie,Feldbau,2/28/1984,Athens,Georgia,9/20/2000
Gabriellia,Feldhammer,12/3/1989,Tacoma,Washington,5/16/2011
Bibbie,Feldman,5/15/1966,Pittsburgh,Pennsylvania,5/17/2016
Quill,Fellenor,3/7/1974,Cambridge,Massachusetts,2/23/2010
Briggs,Felstead,11/29/1989,Carson City,Nevada,1/31/2011
Arnoldo,Fenck,8/16/1940,Stockton,California,4/29/2013
Delores,Fencott,6/11/1976,Sacramento,California,10/21/2005
Deana,Fenimore,3/14/1926,Indianapolis,Indiana,7/2/2005
Hyatt,Ferber,4/7/1987,Birmingham,Alabama,10/14/2003
Janos,Fergie,10/9/1930,Las Vegas,Nevada,6/20/2010
Mendel,Fergusson,2/11/1950,San Jose,California,12/27/2013
Othilia,Fergyson,4/27/1933,Denver,Colorado,5/30/2008
Benedicta,Feria,3/18/1964,Boise,Idaho,8/24/2006
Lucky,Fern,6/2/1930,Tampa,Florida,10/30/2013
Carlynn,Fernandes,9/9/1987,Carlsbad,California,7/28/2007
Konstantin,Ferran,10/25/1985,Mobile,Alabama,9/1/2010
Kimberlyn,Ferrarini,7/22/1942,San Diego,California,11/30/2006
Derick,Ferri,10/26/1981,Washington,District of Columbia,4/26/2002
Allsun,Ferriman,4/17/1996,Irvine,California,11/26/2015
Dal,Ferro,11/22/1990,Springfield,Illinois,11/7/2016
Zorine,Ferrolli,7/9/1942,Wichita,Kansas,7/17/2010
Alex,Ferryman,8/27/1971,Newark,Delaware,4/30/2013
Fina,Ferschke,9/17/1952,El Paso,Texas,12/5/2002
Josephine,Ferson,3/29/1960,San Antonio,Texas,2/5/2016
Berenice,Fery,2/27/1959,Brooklyn,New York,3/15/2008
Fonz,Fessler,3/29/1929,Springfield,Ohio,2/11/2008
Abe,Fetterplace,9/4/1945,Savannah,Georgia,7/27/2004
Becky,Feveryear,8/25/1948,Phoenix,Arizona,3/12/2015
Timothee,Feveryear,2/6/1972,Des Moines,Iowa,2/7/2002
Jerry,Ffrench,4/6/1920,Santa Barbara,California,7/25/2008
Merrile,Fiander,9/7/1932,Saint Paul,Minnesota,1/6/2015
Farr,Fibbens,6/12/1979,Jackson,Mississippi,11/19/2009
Karissa,Fiddiman,11/20/1993,Birmingham,Alabama,10/21/2001
Bonnibelle,Fiddyment,6/7/1963,Atlanta,Georgia,9/26/2017
Janos,Fidge,12/7/1942,New Bedford,Massachusetts,7/9/2006
Paxon,Fidilis,2/16/1927,Saginaw,Michigan,11/3/2001
Ryon,Fierro,3/27/1990,Las Vegas,Nevada,2/10/2008
Davita,Figiovanni,3/19/1989,Miami,Florida,11/24/2003
Micheal,Figiovanni,2/5/1957,Philadelphia,Pennsylvania,9/9/2003
Anatola,Figliovanni,8/27/1956,Charlotte,North Carolina,3/5/2015
Meredith,Figures,10/26/1925,Oklahoma City,Oklahoma,11/28/2006
Ayn,Filby,11/25/1957,Houston,Texas,8/20/2015
Lucille,Filewood,1/16/1998,Pensacola,Florida,4/10/2016
Shem,Filipputti,9/15/1955,Pittsburgh,Pennsylvania,12/8/2015
Phylys,Fillimore,8/11/1988,Miami,Florida,11/5/2009
Salvidor,Filochov,9/10/1956,Brooksville,Florida,3/17/2005
Brittani,Fincham,2/19/1982,Seattle,Washington,1/27/2006
Rhianon,Finding,1/25/1963,Chicago,Illinois,12/4/2013
Lorelei,Findlay,1/5/1967,Pasadena,California,11/2/2008
Tedd,Finey,12/7/1959,Gaithersburg,Maryland,12/21/2002
Paten,Finkle,1/17/1938,New Orleans,Louisiana,5/14/2005
Gwendolyn,Finlator,3/25/1931,Birmingham,Alabama,5/23/2009
Noemi,Finlow,6/28/1970,New Orleans,Louisiana,1/14/2014
Brennan,Firby,7/30/1935,Norfolk,Virginia,2/16/2008
Anson,Firmin,12/30/1949,Harrisburg,Pennsylvania,9/30/2002
Reine,Fishe,8/14/1993,Miami,Florida,4/1/2012
Harriott,Fisher,7/1/1944,El Paso,Texas,9/25/2006
Correy,Fishly,4/8/1923,Seattle,Washington,8/10/2002
Sabina,Fitzmaurice,3/2/1940,Washington,District of Columbia,7/31/2014
Blair,Fitzroy,8/19/1937,Arlington,Virginia,2/19/2006
Kaitlynn,Fitzsimon,11/16/1973,Los Angeles,California,4/6/2008
Jaquith,Flade,7/2/1951,Gainesville,Florida,1/12/2007
Wakefield,Flahy,6/10/1942,Texarkana,Texas,11/19/2009
Roxane,Flahy,12/13/1960,Honolulu,Hawaii,2/4/2015
Weidar,Flanner,2/16/1925,Oklahoma City,Oklahoma,4/12/2004
El,Flasby,6/13/1940,Evansville,Indiana,3/25/2014
Korie,Flaxman,5/20/1972,San Antonio,Texas,6/22/2005
Hephzibah,Flecknell,4/29/1982,Biloxi,Mississippi,7/7/2008
Asher,Flecknell,5/3/1955,Cincinnati,Ohio,8/15/2000
Judah,Fleckness,12/31/1980,Chicago,Illinois,1/29/2000
Roselia,Fleckno,7/31/1952,Raleigh,North Carolina,4/1/2001
Kassi,Fleet,2/15/1968,San Rafael,California,12/21/2017
Carmelia,Fleetham,10/20/1945,Pittsburgh,Pennsylvania,12/20/2009
Lesley,Flory,2/26/1926,Lehigh Acres,Florida,8/9/2014
Rafi,Flower,5/22/1925,Shreveport,Louisiana,7/11/2014
Monroe,Flower,10/13/1975,El Paso,Texas,12/29/2005
Rivi,Floweth,7/12/1974,San Antonio,Texas,9/21/2005
Gaelan,Floyed,5/19/1937,Pomona,California,9/17/2007
Easter,Flucker,8/17/1992,El Paso,Texas,4/3/2004
Cullan,Fludgate,4/9/1949,Mobile,Alabama,9/28/2004
Krystalle,Fluit,11/25/1981,Saint Cloud,Minnesota,9/16/2014
Gideon,Fobidge,7/27/1962,Las Vegas,Nevada,9/13/2013
Edythe,Foker,1/27/1920,Louisville,Kentucky,7/12/2007
Guillemette,Folk,10/18/1946,Sacramento,California,7/5/2011
Julio,Folke,3/30/1993,Tyler,Texas,1/8/2005
Binky,Folkes,1/7/1989,Chicago,Illinois,9/26/2006
Pren,Follit,5/29/1934,Gainesville,Florida,6/22/2001
Mikkel,Folomkin,11/20/1991,Dayton,Ohio,11/22/2014
Tarra,Foltin,7/12/1971,Jackson,Mississippi,5/19/2000
Wood,Fonquernie,4/28/1965,Milwaukee,Wisconsin,1/3/2003
Hubey,Fontell,3/23/1963,El Paso,Texas,1/17/2005
Sonnie,Fontenot,8/5/1943,Dallas,Texas,3/25/2007
Cary,Forlonge,1/12/1947,Albuquerque,New Mexico,1/12/2013
Marie/jeanne,Formby,6/9/1961,Boulder,Colorado,9/27/2002
Melody,Formilli,8/1/1988,Minneapolis,Minnesota,7/30/2011
Letitia,Forrest,3/22/1993,Washington,District of Columbia,11/26/2006
Felice,Forrestill,6/20/1991,Oceanside,California,7/18/2004
Virgil,Forri,11/13/1977,Springfield,Massachusetts,8/21/2017
Candra,Forryan,5/6/1989,Evansville,Indiana,12/28/2004
Feodora,Forshaw,9/19/1978,Davenport,Iowa,7/3/2013
Josi,Forster,10/27/1991,Oakland,California,8/15/2008
Vitoria,Forte,4/6/1986,Laurel,Maryland,2/7/2013
Alicea,Fortesquieu,10/26/1960,Albany,New York,1/11/2013
Yard,Fosdyke,12/22/1927,Hamilton,Ohio,10/27/2002
Caty,Fosh,5/12/1998,Tampa,Florida,9/7/2003
Danya,Foskett,12/27/1957,Washington,District of Columbia,3/31/2014
Elissa,Fosten,1/28/1961,Fort Pierce,Florida,4/22/2014
Freda,Fotitt,8/29/1932,Cincinnati,Ohio,7/1/2000
Jodie,Fouldes,12/24/1959,Lafayette,Indiana,9/23/2017
Rosabel,Founds,5/18/1945,Maple Plain,Minnesota,5/16/2013
Orrin,Fountain,2/20/1978,Fort Worth,Texas,6/5/2014
Jacklyn,Fowles,9/30/1948,Scottsdale,Arizona,6/17/2013
Geno,Fowley,5/27/1974,Fort Wayne,Indiana,10/23/2015
Leonard,Fowlston,4/6/1948,San Antonio,Texas,7/12/2017
Cyrill,Foye,8/28/1951,Springfield,Illinois,10/7/2007
Jory,Foyster,8/23/1964,Austin,Texas,4/16/2018
Hildagard,Francesco,11/22/1926,Sacramento,California,10/27/2007
Chas,Francescoccio,12/20/1945,Washington,District of Columbia,3/17/2017
Giacomo,Francescone,4/12/1991,Lima,Ohio,2/1/2001
Chas,Francioli,4/23/1955,San Luis Obispo,California,2/20/2016
Batsheva,Francis,5/9/1922,Kissimmee,Florida,1/21/2005
Drucy,Francisco,9/15/1945,Pittsburgh,Pennsylvania,3/25/2014
Dwayne,Franckton,1/25/1941,Hagerstown,Maryland,11/5/2005
Bellina,Frangleton,8/14/1987,Lakeland,Florida,5/24/2016
Audra,Frango,11/11/1988,New Castle,Pennsylvania,6/14/2004
Blanca,Frankis,11/29/1946,Henderson,Nevada,4/21/2015
Leora,Frankling,11/10/1940,Miami,Florida,3/6/2011
Amara,Frankowski,8/16/1990,Peoria,Illinois,11/3/2007
Nicolais,Fransinelli,12/17/1959,Midland,Texas,1/20/2011
Lila,Frantz,7/18/1955,Macon,Georgia,9/5/2007
Prent,Frany,6/16/1983,Evansville,Indiana,6/1/2000
Dottie,Franzini,10/25/1973,Fresno,California,4/22/2017
Milissent,Franzman,1/22/1973,Springfield,Massachusetts,11/9/2001
Gussy,Franz/Schoninger,12/14/1959,Birmingham,Alabama,6/20/2008
Maye,Freda,8/23/1975,Oklahoma City,Oklahoma,8/30/2015
Ede,Fredi,2/10/1927,Clearwater,Florida,2/8/2015
Josiah,Frediani,11/1/1959,Durham,North Carolina,4/14/2008
Francesca,Freeland,7/4/1962,Fort Worth,Texas,11/27/2007
Wendie,Frenchum,3/31/1983,Albuquerque,New Mexico,9/30/2006
Erma,Frentz,4/8/1920,Milwaukee,Wisconsin,3/24/2006
Joaquin,Freschini,4/22/1953,Newark,New Jersey,3/27/2010
Letitia,Frid,5/21/1970,Winston Salem,North Carolina,9/12/2001
Jeanelle,Frid,9/30/1922,Des Moines,Iowa,12/2/2006
Sasha,Friday,3/20/1945,Buffalo,New York,11/27/2011
Felecia,Frier,2/22/1949,Roanoke,Virginia,11/3/2008
Nadine,Fripp,4/21/1992,Henderson,Nevada,8/29/2001
Darnell,Frisch,2/18/1970,Honolulu,Hawaii,3/17/2011
Octavia,Frohock,2/20/1954,Denver,Colorado,11/16/2013
Rasla,Fronczak,6/9/1979,Shreveport,Louisiana,8/21/2002
Salomone,Fronsek,7/28/1925,San Bernardino,California,7/13/2001
Barris,Frood,9/11/1927,Saint Joseph,Missouri,6/5/2015
Robby,Frostdick,3/18/1925,Dallas,Texas,9/17/2013
Norene,Frowing,4/7/1989,San Jose,California,9/22/2004
Pat,Fryer,10/31/1925,Sacramento,California,6/27/2012
Eunice,Fuentes,11/13/1946,Miami,Florida,10/18/2013
Fonz,Fuge,8/3/1957,Minneapolis,Minnesota,1/17/2014
Odetta,Fuidge,11/15/1972,Charlotte,North Carolina,9/14/2016
Ardenia,Fulger,11/2/1994,Saint Cloud,Minnesota,10/25/2011
Mayor,Fulle,3/28/1952,Long Beach,California,12/1/2017
Enid,Fuller,9/23/1990,Mobile,Alabama,6/28/2015
Katuscha,Fulleylove,6/17/1937,Duluth,Minnesota,10/14/2015
Harry,Fullun,8/11/1942,Paterson,New Jersey,9/14/2005
Rozanne,Furness,9/24/1992,Fort Collins,Colorado,7/21/2006
Giffer,Futty,11/4/1968,New York City,New York,1/14/2011
